2022-03-22 12:49:50,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 12:50:07,SIT,1,0,N/A,N/A,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 12:50:18,E,
2022-03-22 12:59:42,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:00:51,E,
2022-03-22 13:01:11,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:01:29,E,
2022-03-22 13:02:17,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:02:54,E,
2022-03-22 13:02:59,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:03:18,E,
2022-03-22 13:03:40,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:03:51,E,
2022-03-22 13:04:27,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:04:45,E,
2022-03-22 13:04:50,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:05:36,E,
2022-03-22 13:05:48,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:05:51,E,
2022-03-22 13:06:09,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:06:39,SIT,1,0,CMP peaks,Blow,0,Big Eyes,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 13:06:46,E,
2022-03-22 13:08:06,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:08:58,E,
2022-03-22 13:09:04,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:09:09,EFF,1,Inside,Janie,None,None,None
2022-03-22 13:11:03,E,
2022-03-22 13:11:07,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:11:42,E,
2022-03-22 13:11:46,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:11:58,E,
2022-03-22 13:12:07,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 13:12:25,SIT,1,0,Otter,Body,0,Scope,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 13:12:32,E,
2022-03-22 15:39:01,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:39:32,SIT,1,0,Gil Mtn,Blow,0,Big Eyes,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:39:40,E,
2022-03-22 15:41:27,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:41:45,SIT,1,0,CMP peaks,Blow,0,Big Eyes,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:41:55,E,
2022-03-22 15:42:00,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:42:09,SIT,1,0,Gil Mtn,Body,0,Big Eyes,0,0,0,1,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:42:30,E,
2022-03-22 15:42:36,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:42:47,SIT,1,0,Gil Mtn,Body,0,Naked Eye,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:43:01,E,
2022-03-22 15:47:41,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:47:49,E,
2022-03-22 15:48:00,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:48:25,SIT,1,0,Gil Mtn,Blow,0,Big Eyes,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:48:30,E,
2022-03-22 15:48:56,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:49:07,SIT,1,0,Gil Mtn,Fluke,0,Binocs,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:49:46,E,
2022-03-22 15:49:52,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:50:02,SIT,1,0,Gil Mtn,Blow,0,Binocs,0,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 15:50:08,E,
2022-03-22 15:52:32,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:52:58,E,
2022-03-22 15:56:42,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 15:57:07,SIT,1,0,CMP peaks,Blow,0,Binocs,0,0,0,0,Small rec,Fast travel,Slow travel,Fishing,N,FALSE,0,Cannot hear
2022-03-22 15:57:48,E,
2022-03-22 16:02:20,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:03:01,SIT,2,0,0,Binocs,0,CMP peaks,Body,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 16:03:30,SIT,3,0,0,Big Eyes,0,Gil Mtn,Blow,0,0,0,Humpback,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
2022-03-22 16:04:06,E,
2022-03-22 16:04:34,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:05:11,E,
2022-03-22 16:07:35,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:07:51,E,
2022-03-22 16:07:55,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:08:03,E,
2022-03-22 16:08:30,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:08:42,E,
2022-03-22 16:27:25,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:29:25,E,
2022-03-22 16:29:30,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:29:43,E,
2022-03-22 16:29:48,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:30:42,E,
2022-03-22 16:30:46,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:31:32,E,
2022-03-22 16:31:37,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:31:47,E,
2022-03-22 16:36:17,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:36:24,E,
2022-03-22 16:36:47,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:38:22,E,
2022-03-22 16:38:29,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:38:33,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:38:49,E,
2022-03-22 16:38:51,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:38:55,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:39:13,E,
2022-03-22 16:39:23,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:40:17,E,
2022-03-22 16:40:23,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:41:38,E,
2022-03-22 16:41:44,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:41:53,E,
2022-03-22 16:42:04,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:42:29,E,
2022-03-22 16:42:36,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:43:02,E,
2022-03-22 16:43:07,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:43:24,E,
2022-03-22 16:43:30,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:44:34,E,
2022-03-22 16:47:32,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:52:31,E,
2022-03-22 16:52:39,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 16:53:58,E,
2022-03-22 17:02:45,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 17:02:51,E,
2022-03-22 17:06:14,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 17:06:58,E,
2022-03-22 17:07:03,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 17:07:52,E,
2022-03-22 17:08:29,B,,,,,,,,,,,,,,,,,,,,,
2022-03-22 17:36:22,E,
